review_priority,suggested_action_code,source_system,source_db,owner,table_name,table_comment,num_rows_stats,inferred_domain_original,inferred_domain_refined,domain_refine_reason,column_count_in_current_file,has_primary_key,dependency_count,object_type,low_row_decision,low_row_reason,manual_decision,manual_note
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_REF_FILTER,,14,其他,其他,,13,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BGM_CATEGORY,,14,其他,其他,,40,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BI_SCHD_HOST,,14,其他,其他,,15,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,DC_PATIENTCHARGE_H,,14,其他,其他,,52,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,OAFF_SYSCHARMUTEX,,14,其他,其他,,5,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PT_DISPLAYCATE,,14,其他,其他,,6,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,QC_APPLYTRANS,,14,其他,其他,,13,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,QC_REPORTTRANS,,14,其他,其他,,8,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SCM_SMCONFIG,,13,其他,其他,,6,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,UW_SYSVAR,,13,其他,其他,,0,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,WFM_FLWCAT,,13,其他,其他,,0,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ARAP_DSTLFACTOR,,12,其他,其他,,16,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BATM_DCFORM,,12,其他,其他,,7,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,COPRO_INCOME,,12,其他,其他,,53,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,CP_MENUCATEGORY,,12,其他,其他,,19,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,CP_QUERYSCHEME,,12,其他,其他,,27,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRC_GRIDGAP,,12,其他,其他,,19,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_RPT_FILTER,,12,其他,其他,,16,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,NC_IUFO_MODULE,,12,其他,其他,,12,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PUB_APPCATEGORY_CHILD,,12,其他,其他,,6,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SM_MSG_ATTACHMENT,,12,其他,其他,,7,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TB_NODEPUBLISH,,12,其他,其他,,27,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TB_VERSION,,12,其他,其他,,31,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_ACCCHART,,11,其他,其他,,31,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_BANKACCUSE,,11,其他,其他,,7,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_INCOTERM,,11,其他,其他,,21,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_PLANSTRATEGYGROUP_B,,11,其他,其他,,29,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BM_RULEITEM,,11,其他,其他,,10,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_DATAIOCONFIG,,11,其他,其他,,7,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_ITF,,11,其他,其他,,18,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PURP_QPFRMLITEM,,11,其他,其他,,7,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SM_INDIVIDUAL_REGISTER,,11,其他,其他,,10,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SSC_TASKSTATE,,11,其他,其他,,12,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TB_BUDGETSUB,,11,其他,其他,,32,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TB_DATAATTR,,11,其他,其他,,30,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,WFM_FRMNUMELEM,,11,其他,其他,,0,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_ACCPERIOD,,10,其他,其他,,19,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_ASSIGN_RULE,,10,其他,其他,,13,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_INTDATA_MEASURE,,10,其他,其他,,5,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_TAXRATE,,10,其他,其他,,17,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BI_SCHD_PARAMETER,,10,其他,其他,,9,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BM_BUDGETTASK_B,,10,其他,其他,,23,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,DC_COSTCONT,,10,其他,其他,,21,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,DC_MEDCARE,,10,其他,其他,,34,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PCA_BVFREEATTRI,,10,其他,其他,,21,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PUB_BSEXPOINT,,10,其他,其他,,18,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PUB_PRINTINFO,,10,其他,其他,,14,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,UW_FORMULA,,10,其他,其他,,0,true,0,table,not_applied,,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_REPORTDISPOSE_LAYOUT,,9,其他,其他,,32,true,0,table,drop,num_rows=9 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BI_PIVOT_DIR,,9,其他,其他,,20,true,0,table,drop,num_rows=9 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PM_EPS,,9,其他,其他,,21,true,0,table,drop,num_rows=9 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PUB_APPCATEGORY,,9,其他,其他,,7,true,0,table,keep,少行维度/分类根表,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PUB_WF_PARTICIPANTEX,,9,其他,其他,,6,true,0,table,drop,num_rows=9 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,RESA_REPORTINIT,,9,其他,其他,,29,true,0,table,drop,num_rows=9 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SCM_DEALFASHION,,9,其他,其他,,12,true,0,table,drop,num_rows=9 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_ACCCTRLRULE,,8,其他,其他,,22,true,0,table,drop,num_rows=8 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_CAPWT,,8,其他,其他,,12,true,0,table,drop,num_rows=8 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_INTDATA_DIM,,8,其他,其他,,6,true,0,table,drop,num_rows=8 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_INTDATA_MODULE,,8,其他,其他,,7,true,0,table,drop,num_rows=8 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_PLANSTRATEGY,,8,其他,其他,,67,true,0,table,drop,num_rows=8 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_WT,,8,其他,其他,,22,true,0,table,drop,num_rows=8 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BI_CUBE_DIR,,8,其他,其他,,20,true,0,table,drop,num_rows=8 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,COPRO_TASKDIRECTORY,,8,其他,其他,,35,true,0,table,drop,num_rows=8 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,EWM_PERMITSTATUS,,8,其他,其他,,19,true,0,table,drop,num_rows=8 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PUB_WRITEBACKRULE,,8,其他,其他,,7,true,0,table,drop,num_rows=8 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,RM_INTORULE,,8,其他,其他,,13,true,0,table,drop,num_rows=8 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,AE_OLAP_LVL,,7,其他,其他,,18,true,0,table,drop,num_rows=7 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BC_LABELASSIGN,,7,其他,其他,,12,true,0,table,drop,num_rows=7 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_AUDITMODULE,,7,其他,其他,,13,true,0,table,drop,num_rows=7 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_PLANSTRATEGYGROUP,,7,其他,其他,,40,true,0,table,drop,num_rows=7 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ER_JKZB,,7,其他,其他,,145,true,0,table,drop,num_rows=7 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,EWM_WO_STATUS,,7,其他,其他,,21,true,0,table,drop,num_rows=7 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,FI_ANAREP,,7,其他,其他,,28,true,0,table,drop,num_rows=7 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_IMPL,,7,其他,其他,,18,true,0,table,drop,num_rows=7 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_IMPL_SET,,7,其他,其他,,9,true,0,table,drop,num_rows=7 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,OAINF_COLUMN,,7,其他,其他,,29,true,0,table,drop,num_rows=7 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PT_SSOPROP,,7,其他,其他,,15,true,0,table,drop,num_rows=7 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TB_MD_WORKBOOK,,7,其他,其他,,36,true,0,table,drop,num_rows=7 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,AE_OLAP_MEA,,6,其他,其他,,18,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BATM_GUACONTRACTDAYS,,6,其他,其他,,5,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BATM_LCM_LCSTATUS,,6,其他,其他,,7,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_FUNCINITREG,,6,其他,其他,,7,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_USEDACCBOOK,,6,其他,其他,,6,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,COPRO_CHECKOUT,,6,其他,其他,,18,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,COPRO_COSTCAL,,6,其他,其他,,38,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,COPRO_COUNT,,6,其他,其他,,21,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,COPRO_PARA_H,,6,其他,其他,,51,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,COPRO_PERIOD,,6,其他,其他,,37,true,0,table,keep,少行维度/分类根表,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,CP_SYSINIT,,6,其他,其他,,18,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,EWM_PRIORITY,,6,其他,其他,,19,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPOM_TAXRATE,,6,其他,其他,,39,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRSS_SETS,,6,其他,其他,,7,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HR_FREEFLD,,6,其他,其他,,8,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IC_HANDRESERVE,,6,其他,其他,,27,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IC_OPENBAL_H,,6,其他,其他,,52,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IC_RESERVE,,6,其他,其他,,56,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,OACM_CONTRACTSTATUS,,6,其他,其他,,19,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PUB_OID,,6,其他,其他,,4,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SM_GM_FUNCREG,,6,其他,其他,,5,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SM_MSG_MSGBOX,,6,其他,其他,,10,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SN_ASSIGN,,6,其他,其他,,10,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TO_SETTLERULE,,6,其他,其他,,0,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TO_SETTLERULE_B,,6,其他,其他,,0,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,XBRL_TAX_MNG,,6,其他,其他,,0,true,0,table,drop,num_rows=6 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_ACCSYSTEM,,5,其他,其他,,19,true,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_DI_MEA,,5,其他,其他,,18,true,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_FORMATDOC,,5,其他,其他,,24,true,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_MULTIMODE,,5,其他,其他,,6,true,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_NEWREPORTDISPOSE,,5,其他,其他,,48,true,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_SHIFT,,5,其他,其他,,74,true,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BI_REPORT_MANAGE,,5,其他,其他,,17,true,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,CODRG_SHARLT_H,,5,其他,其他,,50,true,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HPF_CLINIC_INCOME,,5,其他,其他,,68,true,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPMEM_CHECKPERIOD,,5,其他,其他,,34,true,0,table,keep,少行维度/分类根表,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPOM_TAXRATE_B,,5,其他,其他,,23,true,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IC_GENERALOUT_B20230427,,5,其他,其他,,128,false,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,IC_WHSTRANS_B20230427,,5,其他,其他,,81,false,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PCTO_SETTLERULE,,5,其他,其他,,16,true,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,PCTO_SETTLERULE_B,,5,其他,其他,,10,true,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SM_CUSTOM_APPEXT,,5,其他,其他,,10,true,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SSC_JUMPCONFIGURATION,,5,其他,其他,,9,true,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TB_BUSISYSTEM,,5,其他,其他,,9,true,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TB_MD_EXCELFILE,,5,其他,其他,,7,true,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TB_RULE_FORMULA,,5,其他,其他,,30,true,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,WFM_FRMNUMRULE,,5,其他,其他,,0,true,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,XX_EXSYSTEM,,5,其他,其他,,0,true,0,table,drop,num_rows=5 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,ADP_RESPROP,,4,其他,其他,,13,true,0,table,drop,num_rows=4 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,AE_OLAP_DIM,,4,其他,其他,,18,true,0,table,drop,num_rows=4 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_CAPRT,,4,其他,其他,,13,true,0,table,drop,num_rows=4 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_COMMONDOC,,4,其他,其他,,4,true,0,table,drop,num_rows=4 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_CROSSRESTDATA,,4,其他,其他,,5,true,0,table,drop,num_rows=4 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_DI_DIM,,4,其他,其他,,25,true,0,table,drop,num_rows=4 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,BD_RT,,4,其他,其他,,19,true,0,table,drop,num_rows=4 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,CODRG_PATIENTINDIRECT,,4,其他,其他,,38,true,0,table,drop,num_rows=4 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,EMM_PCRESULT,,4,其他,其他,,22,true,0,table,drop,num_rows=4 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,FI_DIMFREE,,4,其他,其他,,11,true,0,table,drop,num_rows=4 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,HRPMEM_CHECKCONSEQ,,4,其他,其他,,36,true,0,table,drop,num_rows=4 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,MD_SYSMODULECONFIG,,4,其他,其他,,8,false,0,table,drop,num_rows=4 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,OACO_PARASET,,4,其他,其他,,11,true,0,table,drop,num_rows=4 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,OAFF_SYSCHARRELY,,4,其他,其他,,6,true,0,table,drop,num_rows=4 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,RQM_CONTROLPERIOD,,4,其他,其他,,17,true,0,table,keep,少行维度/分类根表,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SSC_FBBUSIACTION,,4,其他,其他,,8,true,0,table,drop,num_rows=4 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,SSC_FBTRANSCONFIG,,4,其他,其他,,6,true,0,table,drop,num_rows=4 < 10 且非字典/非关系种子,,
P2,REVIEW_INCLUDE,HRP,10.10.10.23:1521/hrpdb,HRPSEY656,TB_MEASURE_EXTP,,4,其他,其他,,9,true,0,table,drop,num_rows=4 < 10 且非字典/非关系种子,,
