system_code,source_code,relationship_id,source_db,from_table,from_columns,to_table,to_columns,join_condition,relationship_type,validation_status,validation_source,confidence,candidate_score,score_reasons,from_table_role,to_table_role,from_rows_stats,to_rows_stats,recommended_action
HIS_SOURCE,his_ready_10_10_10_15,CAND0132,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_CANCEL,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_CANCEL.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_CANCEL.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,5557,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0134,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_HRP,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_HRP.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_HRP.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,362053,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0136,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_JZ,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_JZ.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_JZ.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,140,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0139,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_SETTLE_BK,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_SETTLE_BK.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_SETTLE_BK.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",excluded,core_fact,213831,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0142,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_TEST,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_TEST.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_TEST.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,929021,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0145,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_copy1,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_copy1.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_copy1.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",excluded,core_fact,0,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0148,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_copy2,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_copy2.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_copy2.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",excluded,core_fact,0,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0151,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_copy3,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_copy3.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_copy3.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",excluded,core_fact,0,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0154,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_copy4,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_copy4.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_copy4.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",excluded,core_fact,0,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0157,10.10.10.15:1521/his,INPBILL.INP_DIET_COSTS,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_DIET_COSTS.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_DIET_COSTS.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,0,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0162,10.10.10.15:1521/his,INPBILL.INP_OVERDRAFT_REG_MASTER,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_OVERDRAFT_REG_MASTER.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_OVERDRAFT_REG_MASTER.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,468218,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0172,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_BACKUP2025,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_SETTLE_MASTER_BACKUP2025.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_SETTLE_MASTER_BACKUP2025.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",excluded,core_fact,1,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0175,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_BK,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_SETTLE_MASTER_BK.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_SETTLE_MASTER_BK.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",excluded,core_fact,1,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0178,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_C0525325,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_SETTLE_MASTER_C0525325.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_SETTLE_MASTER_C0525325.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,1,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0181,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_YB,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_SETTLE_MASTER_YB.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_SETTLE_MASTER_YB.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,436516,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0183,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_YB_0122,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_SETTLE_MASTER_YB_0122.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_SETTLE_MASTER_YB_0122.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,1,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0185,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_YD,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_SETTLE_MASTER_YD.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_SETTLE_MASTER_YD.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,4971,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0187,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_copy1,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_SETTLE_MASTER_copy1.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_SETTLE_MASTER_copy1.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",excluded,core_fact,0,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0190,10.10.10.15:1521/his,INPBILL.LIVE_BILL_DETAIL,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.LIVE_BILL_DETAIL.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.LIVE_BILL_DETAIL.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,0,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0193,10.10.10.15:1521/his,INPBILL.NEED_BILLING_PATS,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.NEED_BILLING_PATS.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.NEED_BILLING_PATS.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,0,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0201,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_ADD_BACKUP2025,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.PREPAYMENT_RCPT_ADD_BACKUP2025.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.PREPAYMENT_RCPT_ADD_BACKUP2025.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",excluded,core_fact,122,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0204,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_ADD_C0525325,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.PREPAYMENT_RCPT_ADD_C0525325.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.PREPAYMENT_RCPT_ADD_C0525325.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,1,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0207,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_BACKUP2025,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.PREPAYMENT_RCPT_BACKUP2025.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.PREPAYMENT_RCPT_BACKUP2025.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",excluded,core_fact,40,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0210,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_BK,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.PREPAYMENT_RCPT_BK.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.PREPAYMENT_RCPT_BK.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",excluded,core_fact,94,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0213,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_C0525325,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.PREPAYMENT_RCPT_C0525325.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.PREPAYMENT_RCPT_C0525325.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,12,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0216,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_copy1,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.PREPAYMENT_RCPT_copy1.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.PREPAYMENT_RCPT_copy1.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",excluded,core_fact,20,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0219,10.10.10.15:1521/his,INPBILL.TMP_030418BILL_DETAIL202605,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.TMP_030418BILL_DETAIL202605.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.TMP_030418BILL_DETAIL202605.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",excluded,core_fact,11171,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0222,10.10.10.15:1521/his,INPBILL.UNSETTLE_REC,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.UNSETTLE_REC.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.UNSETTLE_REC.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,0,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0225,10.10.10.15:1521/his,LAB.LAB_SHARINGCENTER_MASTER,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,LAB.LAB_SHARINGCENTER_MASTER.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND LAB.LAB_SHARINGCENTER_MASTER.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,24675,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0227,10.10.10.15:1521/his,LAB.LAB_TEST_BATCH_MASTER,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,LAB.LAB_TEST_BATCH_MASTER.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND LAB.LAB_TEST_BATCH_MASTER.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,429317,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0240,10.10.10.15:1521/his,MEDADM.BEDPATS_IN_HOSPITAL_BACKUP2025,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDADM.BEDPATS_IN_HOSPITAL_BACKUP2025.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDADM.BEDPATS_IN_HOSPITAL_BACKUP2025.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",excluded,core_fact,31,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0242,10.10.10.15:1521/his,MEDADM.BEDPATS_IN_HOSPITAL_C0525325,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDADM.BEDPATS_IN_HOSPITAL_C0525325.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDADM.BEDPATS_IN_HOSPITAL_C0525325.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,5,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0244,10.10.10.15:1521/his,MEDADM.CANCEL_DISCHARGE_PAT,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDADM.CANCEL_DISCHARGE_PAT.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDADM.CANCEL_DISCHARGE_PAT.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,1487,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0373,10.10.10.15:1521/his,ORDADM.CEQ$ORDERS,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,ORDADM.CEQ$ORDERS.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND ORDADM.CEQ$ORDERS.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,0,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0376,10.10.10.15:1521/his,ORDADM.CLG$ORDERS,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,ORDADM.CLG$ORDERS.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND ORDADM.CLG$ORDERS.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,0,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0379,10.10.10.15:1521/his,ORDADM.CONSULTATION_DOCTOR_MASTER,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,ORDADM.CONSULTATION_DOCTOR_MASTER.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND ORDADM.CONSULTATION_DOCTOR_MASTER.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",dimension,core_fact,460510,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0382,10.10.10.15:1521/his,ORDADM.CURE_APPOINTS,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,ORDADM.CURE_APPOINTS.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND ORDADM.CURE_APPOINTS.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,0,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0384,10.10.10.15:1521/his,ORDADM.CVR$ORDERS,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,ORDADM.CVR$ORDERS.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND ORDADM.CVR$ORDERS.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,0,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0387,10.10.10.15:1521/his,ORDADM.DOCTOR_ORDERS,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,ORDADM.DOCTOR_ORDERS.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND ORDADM.DOCTOR_ORDERS.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,0,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0392,10.10.10.15:1521/his,ORDADM.ORDERS_ANTI_DRUG,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,ORDADM.ORDERS_ANTI_DRUG.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND ORDADM.ORDERS_ANTI_DRUG.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,561709,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0395,10.10.10.15:1521/his,ORDADM.ORDERS_BACKUP2025,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,ORDADM.ORDERS_BACKUP2025.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND ORDADM.ORDERS_BACKUP2025.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",excluded,core_fact,65,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0398,10.10.10.15:1521/his,ORDADM.ORDERS_BK,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,ORDADM.ORDERS_BK.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND ORDADM.ORDERS_BK.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",excluded,core_fact,0,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0401,10.10.10.15:1521/his,ORDADM.ORDERS_BK_PT,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,ORDADM.ORDERS_BK_PT.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND ORDADM.ORDERS_BK_PT.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",excluded,core_fact,3789,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0404,10.10.10.15:1521/his,ORDADM.ORDERS_C0525325,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,ORDADM.ORDERS_C0525325.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND ORDADM.ORDERS_C0525325.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,16,574677,validate_next
HIS_SOURCE,his_ready_10_10_10_15,CAND0407,10.10.10.15:1521/his,ORDADM.ORDERS_CANCEL,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,ORDADM.ORDERS_CANCEL.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND ORDADM.ORDERS_CANCEL.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C,39,"PATIENT_ID,VISIT_ID,to_core_or_dim,large_to,cross_owner",candidate,core_fact,7361,574677,validate_next
